El Salvador	2.25	71.732365854
Ecuador	2.479	75.462292683
Cuba	1.4669999999999999	78.964146341
Costa Rica	1.848	79.19260975600001
Colombia	2.1	73.429682927
Chile	1.8619999999999999	78.885731707
Brazil	1.83	73.099536585
Barbados	1.551	76.572829268
Aruba	1.699	74.975170732
Argentina	2.211	75.63214634100001
